type,word,pos1,stemmed1,polarity
strongsubj,illfated,adj,n,negative
strongsubj,illfavored,adj,n,negative
weaksubj,illicit,adj,n,negative
weaksubj,illiquid,adj,n,negative
weaksubj,illiterate,adj,n,negative
strongsubj,illmannered,adj,n,negative
strongsubj,illnatured,adj,n,negative
weaksubj,illness,noun,n,negative
strongsubj,illogic,noun,n,negative
strongsubj,illogical,adj,n,negative
strongsubj,illogically,adverb,n,negative
strongsubj,illsorted,adj,n,negative
strongsubj,illtempered,adj,n,negative
strongsubj,illtreated,adj,n,negative
strongsubj,illtreatment,adj,n,negative
strongsubj,illtreatment,noun,n,negative
strongsubj,illusage,noun,n,negative
strongsubj,illused,adj,n,negative
strongsubj,illusion,adj,n,negative
strongsubj,illusion,noun,n,negative
strongsubj,illusions,adj,n,negative
strongsubj,illusions,noun,n,negative
strongsubj,illusory,adj,n,negative
strongsubj,imaginary,adj,n,negative
strongsubj,imbalance,adj,n,negative
strongsubj,imbalance,noun,n,negative
strongsubj,imbecile,anypos,n,negative
strongsubj,imbroglio,noun,n,negative
strongsubj,immaterial,adj,n,negative
weaksubj,immature,adj,n,negative
strongsubj,imminence,noun,n,negative
strongsubj,imminent,adj,n,negative
strongsubj,imminently,adverb,n,negative
weaksubj,immobilized,anypos,n,negative
strongsubj,immoderate,adj,n,negative
strongsubj,immoderately,adverb,n,negative
strongsubj,immodest,adj,n,negative
strongsubj,immoral,adj,n,negative
strongsubj,immorality,noun,n,negative
strongsubj,immorally,anypos,n,negative
strongsubj,immovable,adj,n,negative
strongsubj,impair,verb,y,negative
strongsubj,impaired,adj,n,negative
strongsubj,impasse,noun,n,negative
weaksubj,impassive,adj,n,negative
strongsubj,impatience,noun,n,negative
strongsubj,impatient,adj,n,negative
strongsubj,impatiently,adverb,n,negative
strongsubj,impeach,verb,y,negative
strongsubj,impedance,noun,n,negative
strongsubj,impede,verb,y,negative
strongsubj,impediment,noun,n,negative
strongsubj,impending,adj,n,negative
strongsubj,impending,noun,n,negative
strongsubj,impenitent,adj,n,negative
weaksubj,imperfect,adj,n,negative
weaksubj,imperfectly,adverb,n,negative
strongsubj,imperialist,noun,n,negative
strongsubj,imperil,verb,y,negative
strongsubj,imperious,adj,n,negative
strongsubj,imperiously,adverb,n,negative
weaksubj,impermissible,adj,n,negative
weaksubj,impersonal,adj,n,negative
strongsubj,impertinent,adj,n,negative
strongsubj,impetuous,adj,n,negative
strongsubj,impetuously,anypos,n,negative
strongsubj,impiety,noun,n,negative
strongsubj,impinge,verb,y,negative
strongsubj,impious,adj,n,negative
strongsubj,implacable,adj,n,negative
strongsubj,implausible,adj,n,negative
strongsubj,implausibly,anypos,n,negative
weaksubj,implicate,verb,y,negative
weaksubj,implication,adj,n,negative
weaksubj,implication,noun,n,negative
strongsubj,implode,verb,y,negative
strongsubj,impolite,adj,n,negative
strongsubj,impolitely,adverb,n,negative
strongsubj,impolitic,adj,n,negative
strongsubj,importunate,adj,n,negative
strongsubj,importune,verb,y,negative
strongsubj,impose,verb,y,negative
strongsubj,imposers,adj,n,negative
strongsubj,imposers,noun,n,negative
weaksubj,imposing,adj,n,negative
weaksubj,imposing,noun,n,negative
strongsubj,imposition,adj,n,negative
strongsubj,imposition,noun,n,negative
weaksubj,impossible,adj,n,negative
weaksubj,impossiblity,noun,n,negative
weaksubj,impossibly,adverb,n,negative
strongsubj,impotent,adj,n,negative
strongsubj,impotent,noun,n,negative
weaksubj,impoverish,verb,y,negative
weaksubj,impoverished,adj,n,negative
strongsubj,impractical,adj,n,negative
strongsubj,impractical,noun,n,negative
strongsubj,imprecate,verb,y,negative
weaksubj,imprecise,adj,n,negative
weaksubj,imprecisely,adverb,n,negative
weaksubj,imprecision,adj,n,negative
weaksubj,imprison,verb,y,negative
weaksubj,imprisonment,noun,n,negative
strongsubj,improbability,noun,n,negative
strongsubj,improbable,adj,n,negative
strongsubj,improbably,adverb,n,negative
strongsubj,improper,adj,n,negative
strongsubj,improperly,adverb,n,negative
strongsubj,impropriety,noun,n,negative
strongsubj,imprudence,noun,n,negative
strongsubj,imprudent,adj,n,negative
strongsubj,impudence,noun,n,negative
strongsubj,impudent,adj,n,negative
strongsubj,impudently,anypos,n,negative
strongsubj,impugn,verb,y,negative
strongsubj,impulsive,adj,n,negative
strongsubj,impulsively,adverb,n,negative
weaksubj,impunity,adj,n,negative
weaksubj,impunity,noun,n,negative
strongsubj,impure,adj,n,negative
strongsubj,impurity,noun,n,negative
weaksubj,inability,adj,n,negative
weaksubj,inability,noun,n,negative
weaksubj,inaccessible,adj,n,negative
weaksubj,inaccuracies,noun,n,negative
weaksubj,inaccuracy,noun,n,negative
strongsubj,inaccurate,adj,n,negative
strongsubj,inaccurately,adverb,n,negative
weaksubj,inaction,noun,n,negative
weaksubj,inactive,adj,n,negative
weaksubj,inadequacy,noun,n,negative
weaksubj,inadequate,adj,n,negative
weaksubj,inadequately,adverb,n,negative
weaksubj,inadverent,adj,n,negative
weaksubj,inadverently,adverb,n,negative
weaksubj,inadvisable,adj,n,negative
weaksubj,inadvisably,adverb,n,negative
strongsubj,inane,adj,n,negative
strongsubj,inanely,adverb,n,negative
strongsubj,inappropriate,adj,n,negative
strongsubj,inappropriately,adverb,n,negative
strongsubj,inapt,adj,n,negative
strongsubj,inaptitude,noun,n,negative
strongsubj,inarticulate,adj,n,negative
strongsubj,inattentive,adj,n,negative
strongsubj,incapable,adj,n,negative
strongsubj,incapably,adverb,n,negative
strongsubj,incautious,adj,n,negative
strongsubj,incendiary,anypos,n,negative
weaksubj,incense,verb,y,negative
strongsubj,incessant,adj,n,negative
strongsubj,incessantly,adverb,n,negative
weaksubj,incite,verb,y,negative
weaksubj,incitement,adj,n,negative
weaksubj,incitement,noun,n,negative
strongsubj,incivility,noun,n,negative
weaksubj,inclement,adj,n,negative
strongsubj,incognizant,adj,n,negative
strongsubj,incoherence,noun,n,negative
strongsubj,incoherent,adj,n,negative
strongsubj,incoherently,adj,n,negative
strongsubj,incommensurate,adj,n,negative
weaksubj,incomparable,adj,n,negative
weaksubj,incomparably,adverb,n,negative
weaksubj,incompatibility,noun,n,negative
weaksubj,incompatible,adj,n,negative
weaksubj,incompatible,noun,n,negative
strongsubj,incompetence,noun,n,negative
strongsubj,incompetent,adj,n,negative
strongsubj,incompetently,adverb,n,negative
weaksubj,incomplete,adj,n,negative
weaksubj,incompliant,adj,n,negative
strongsubj,incomprehensible,adj,n,negative
strongsubj,incomprehension,noun,n,negative
strongsubj,inconceivable,adj,n,negative
strongsubj,inconceivably,adverb,n,negative
weaksubj,inconclusive,adj,n,negative
strongsubj,incongruous,adj,n,negative
strongsubj,incongruously,adverb,n,negative
strongsubj,inconsequent,adj,n,negative
strongsubj,inconsequential,adj,n,negative
strongsubj,inconsequentially,adverb,n,negative
strongsubj,inconsequently,adverb,n,negative
strongsubj,inconsiderate,adj,n,negative
strongsubj,inconsiderately,adverb,n,negative
strongsubj,inconsistence,noun,n,negative
strongsubj,inconsistencies,adj,n,negative
strongsubj,inconsistencies,noun,n,negative
weaksubj,inconsistency,noun,n,negative
weaksubj,inconsistent,adj,n,negative
strongsubj,inconsolable,adj,n,negative
strongsubj,inconsolably,anypos,n,negative
strongsubj,inconstant,adj,n,negative
strongsubj,inconvenience,adj,n,negative
strongsubj,inconvenience,noun,n,negative
strongsubj,inconvenient,anypos,n,negative
strongsubj,inconveniently,anypos,n,negative
weaksubj,incorrect,anypos,n,negative
strongsubj,incorrectly,anypos,n,negative
strongsubj,incorrigible,adj,n,negative
strongsubj,incorrigibly,adverb,n,negative
strongsubj,incredulous,adj,n,negative
strongsubj,incredulously,anypos,n,negative
strongsubj,inculcate,verb,y,negative
strongsubj,indecency,noun,n,negative
strongsubj,indecent,adj,n,negative
strongsubj,indecently,anypos,n,negative
strongsubj,indecision,noun,n,negative
strongsubj,indecisive,adj,n,negative
strongsubj,indecisively,adverb,n,negative
strongsubj,indecorum,noun,n,negative
strongsubj,indefensible,adj,n,negative
strongsubj,indefensible,noun,n,negative
weaksubj,indefinite,adj,n,negative
weaksubj,indefinitely,adverb,n,negative
strongsubj,indelicate,adj,n,negative
weaksubj,indeterminable,adj,n,negative
weaksubj,indeterminably,adverb,n,negative
weaksubj,indeterminate,adj,n,negative
strongsubj,indifference,noun,n,negative
strongsubj,indifferent,adj,n,negative
weaksubj,indigent,adj,n,negative
strongsubj,indignant,adj,n,negative
strongsubj,indignantly,anypos,n,negative
strongsubj,indignation,noun,n,negative
strongsubj,indignity,adj,n,negative
strongsubj,indignity,noun,n,negative
weaksubj,indiscernible,adj,n,negative
strongsubj,indiscreet,adj,n,negative
strongsubj,indiscreet,noun,n,negative
strongsubj,indiscreetly,adverb,n,negative
strongsubj,indiscretion,anypos,y,negative
strongsubj,indiscriminate,adj,n,negative
strongsubj,indiscriminately,adverb,n,negative
strongsubj,indiscriminating,adj,n,negative
strongsubj,indisposed,adj,n,negative
weaksubj,indistinct,adj,n,negative
weaksubj,indistinctive,adj,n,negative
strongsubj,indoctrinate,anypos,y,negative
strongsubj,indoctrination,adj,n,negative
strongsubj,indoctrination,noun,n,negative
strongsubj,indolent,adj,n,negative
strongsubj,indulge,verb,y,negative
weaksubj,ineffective,adj,n,negative
weaksubj,ineffectively,adverb,n,negative
weaksubj,ineffectiveness,noun,n,negative
weaksubj,ineffectual,adj,n,negative
weaksubj,ineffectually,adverb,n,negative
weaksubj,ineffectualness,noun,n,negative
strongsubj,inefficacious,adj,n,negative
strongsubj,inefficacious,noun,n,negative
strongsubj,inefficacy,noun,n,negative
weaksubj,inefficiency,noun,n,negative
weaksubj,inefficient,adj,n,negative
weaksubj,inefficiently,adverb,n,negative
strongsubj,inelegance,noun,n,negative
strongsubj,inelegant,adj,n,negative
weaksubj,ineligible,adj,n,negative
strongsubj,ineloquent,adj,n,negative
strongsubj,ineloquently,adverb,n,negative
strongsubj,inept,adj,n,negative
strongsubj,ineptitude,anypos,y,negative
strongsubj,ineptitude,noun,n,negative
strongsubj,ineptly,anypos,n,negative
weaksubj,inequalities,adj,n,negative
weaksubj,inequalities,noun,n,negative
strongsubj,inequality,adj,n,negative
strongsubj,inequality,noun,n,negative
strongsubj,inequitable,adj,n,negative
strongsubj,inequitably,adverb,n,negative
strongsubj,inequities,adj,n,negative
strongsubj,inequities,noun,n,negative
weaksubj,inertia,adj,n,negative
weaksubj,inertia,noun,n,negative
strongsubj,inescapable,adj,n,negative
strongsubj,inescapably,adj,n,negative
strongsubj,inessential,adj,n,negative
strongsubj,inevitable,adj,n,negative
strongsubj,inevitable,noun,n,negative
strongsubj,inevitably,adverb,n,negative
weaksubj,inexact,adj,n,negative
strongsubj,inexcusable,adj,n,negative
strongsubj,inexcusably,adverb,n,negative
strongsubj,inexorable,adj,n,negative
strongsubj,inexorably,adverb,n,negative
weaksubj,inexperience,noun,n,negative
weaksubj,inexperienced,adj,n,negative
weaksubj,inexpert,adj,n,negative
weaksubj,inexpertly,adverb,n,negative
strongsubj,inexpiable,adj,n,negative
strongsubj,inexplainable,adj,n,negative
strongsubj,inexplicable,adj,n,negative
strongsubj,inextricable,adj,n,negative
strongsubj,inextricably,adverb,n,negative
strongsubj,infamous,adj,n,negative
strongsubj,infamously,adverb,n,negative
strongsubj,infamy,noun,n,negative
weaksubj,infected,anypos,n,negative
strongsubj,inferior,adj,n,negative
strongsubj,inferiority,noun,n,negative
strongsubj,infernal,adj,n,negative
weaksubj,infest,verb,y,negative
weaksubj,infested,adj,n,negative
strongsubj,infidel,noun,n,negative
strongsubj,infidels,noun,n,negative
weaksubj,infiltrator,noun,n,negative
weaksubj,infiltrators,adj,n,negative
weaksubj,infiltrators,noun,n,negative
strongsubj,infirm,adj,n,negative
strongsubj,inflame,verb,y,negative
strongsubj,inflammatory,adj,n,negative
weaksubj,inflated,adj,n,negative
weaksubj,inflationary,adj,n,negative
strongsubj,inflexible,adj,n,negative
strongsubj,inflict,verb,y,negative
weaksubj,infraction,noun,n,negative
strongsubj,infringe,verb,y,negative
strongsubj,infringement,noun,n,negative
strongsubj,infringements,adj,n,negative
strongsubj,infringements,noun,n,negative
strongsubj,infuriate,verb,y,negative
strongsubj,infuriated,adj,n,negative
strongsubj,infuriating,anypos,n,negative
strongsubj,infuriatingly,anypos,n,negative
strongsubj,inglorious,adj,n,negative
strongsubj,ingrate,noun,n,negative
strongsubj,ingratitude,noun,n,negative
weaksubj,inhibit,verb,y,negative
weaksubj,inhibition,noun,n,negative
strongsubj,inhospitable,adj,n,negative
strongsubj,inhospitality,noun,n,negative
strongsubj,inhuman,adj,n,negative
strongsubj,inhumane,adj,n,negative
strongsubj,inhumanity,noun,n,negative
strongsubj,inimical,adj,n,negative
strongsubj,inimically,adverb,n,negative
strongsubj,iniquitous,adj,n,negative
strongsubj,iniquity,noun,n,negative
strongsubj,injudicious,adj,n,negative
weaksubj,injure,verb,y,negative
weaksubj,injurious,adj,n,negative
weaksubj,injury,noun,n,negative
strongsubj,injustice,adj,n,negative
strongsubj,injustice,noun,n,negative
strongsubj,injustices,adj,n,negative
strongsubj,injustices,noun,n,negative
strongsubj,innuendo,adj,n,negative
strongsubj,innuendo,noun,n,negative
strongsubj,inopportune,adj,n,negative
strongsubj,inordinate,adj,n,negative
strongsubj,inordinately,anypos,n,negative
strongsubj,insane,adj,n,negative
strongsubj,insanely,anypos,n,negative
strongsubj,insanity,noun,n,negative
strongsubj,insatiable,adj,n,negative
weaksubj,insecure,adj,n,negative
strongsubj,insecurity,adj,n,negative
strongsubj,insecurity,noun,n,negative
weaksubj,insensible,adj,n,negative
strongsubj,insensitive,adj,n,negative
strongsubj,insensitively,adverb,n,negative
strongsubj,insensitivity,adj,n,negative
strongsubj,insensitivity,noun,n,negative
strongsubj,insidious,adj,n,negative
strongsubj,insidiously,anypos,n,negative
weaksubj,insignificance,noun,n,negative
weaksubj,insignificant,adj,n,negative
weaksubj,insignificantly,adverb,n,negative
strongsubj,insincere,adj,n,negative
strongsubj,insincerely,adverb,n,negative
strongsubj,insincerity,noun,n,negative
strongsubj,insinuate,verb,y,negative
strongsubj,insinuating,adj,n,negative
strongsubj,insinuation,adj,n,negative
strongsubj,insinuation,noun,n,negative
strongsubj,insociable,adj,n,negative
strongsubj,insolence,anypos,n,negative
strongsubj,insolence,noun,n,negative
strongsubj,insolent,adj,n,negative
strongsubj,insolently,anypos,n,negative
weaksubj,insolvent,adj,n,negative
strongsubj,insouciance,noun,n,negative
weaksubj,instability,noun,n,negative
weaksubj,instable,adj,n,negative
strongsubj,instigate,verb,y,negative
strongsubj,instigator,noun,n,negative
strongsubj,instigators,noun,n,negative
weaksubj,insubordinate,adj,n,negative
strongsubj,insubstantial,adj,n,negative
strongsubj,insubstantially,adverb,n,negative
strongsubj,insufferable,adj,n,negative
strongsubj,insufferably,adverb,n,negative
weaksubj,insufficiency,noun,n,negative
weaksubj,insufficient,adj,n,negative
weaksubj,insufficiently,adverb,n,negative
weaksubj,insular,adj,n,negative
strongsubj,insult,noun,n,negative
strongsubj,insult,verb,y,negative
strongsubj,insulted,adj,n,negative
strongsubj,insulting,adj,n,negative
strongsubj,insulting,anypos,n,negative
strongsubj,insultingly,anypos,n,negative
strongsubj,insupportable,adj,n,negative
strongsubj,insupportably,adverb,n,negative
weaksubj,insurmountable,adj,n,negative
weaksubj,insurmountably,adverb,n,negative
weaksubj,insurrection,adj,n,negative
weaksubj,insurrection,noun,n,negative
weaksubj,interfere,verb,y,negative
weaksubj,interference,adj,n,negative
weaksubj,interference,noun,n,negative
weaksubj,intermittent,adj,n,negative
weaksubj,interrupt,verb,y,negative
weaksubj,interruption,noun,n,negative
weaksubj,intimidate,verb,y,negative
strongsubj,intimidating,anypos,n,negative
strongsubj,intimidatingly,anypos,n,negative
weaksubj,intimidation,adj,n,negative
weaksubj,intimidation,noun,n,negative
strongsubj,intolerable,adj,n,negative
strongsubj,intolerablely,anypos,n,negative
strongsubj,intolerance,adj,n,negative
strongsubj,intolerance,noun,n,negative
strongsubj,intolerant,anypos,n,negative
weaksubj,intoxicate,verb,y,negative
weaksubj,intractable,adj,n,negative
strongsubj,intransigence,adj,n,negative
strongsubj,intransigence,noun,n,negative
strongsubj,intransigent,anypos,n,negative
strongsubj,intrude,verb,y,negative
weaksubj,intrusion,noun,n,negative
strongsubj,intrusive,adj,n,negative
strongsubj,inundate,verb,y,negative
strongsubj,inundated,anypos,n,negative
weaksubj,invader,adj,n,negative
weaksubj,invader,noun,n,negative
strongsubj,invalid,adj,n,negative
strongsubj,invalidate,verb,y,negative
strongsubj,invalidity,noun,n,negative
weaksubj,invasive,adj,n,negative
strongsubj,invective,anypos,n,negative
strongsubj,inveigle,verb,y,negative
strongsubj,invidious,adj,n,negative
strongsubj,invidiously,anypos,n,negative
strongsubj,invidiousness,noun,n,negative
weaksubj,involuntarily,adverb,n,negative
weaksubj,involuntary,adj,n,negative
strongsubj,irate,adj,n,negative
strongsubj,irately,anypos,n,negative
strongsubj,ire,noun,n,negative
strongsubj,irk,verb,y,negative
strongsubj,irksome,anypos,n,negative
strongsubj,ironic,adj,n,negative
strongsubj,ironies,adj,n,negative
strongsubj,ironies,noun,n,negative
strongsubj,irony,anypos,n,negative
strongsubj,irrational,adj,n,negative
strongsubj,irrationality,noun,n,negative
strongsubj,irrationally,anypos,n,negative
strongsubj,irreconcilable,adj,n,negative
strongsubj,irredeemable,adj,n,negative
strongsubj,irredeemably,adverb,n,negative
strongsubj,irreformable,adj,n,negative
weaksubj,irregular,adj,n,negative
weaksubj,irregularity,noun,n,negative
strongsubj,irrelevance,noun,n,negative
strongsubj,irrelevant,adj,n,negative
strongsubj,irreparable,adj,n,negative
strongsubj,irreplacible,adj,n,negative
strongsubj,irrepressible,adj,n,negative
strongsubj,irresolute,adj,n,negative
weaksubj,irresolvable,adj,n,negative
strongsubj,irresponsible,adj,n,negative
strongsubj,irresponsibly,adverb,n,negative
weaksubj,irretrievable,adj,n,negative
strongsubj,irreverence,noun,n,negative
strongsubj,irreverent,adj,n,negative
strongsubj,irreverently,adverb,n,negative
strongsubj,irreversible,adj,n,negative
strongsubj,irreversible,noun,n,negative
strongsubj,irritable,adj,n,negative
strongsubj,irritably,adverb,n,negative
weaksubj,irritant,noun,n,negative
strongsubj,irritate,verb,y,negative
strongsubj,irritated,adj,n,negative
strongsubj,irritating,anypos,n,negative
strongsubj,irritation,adj,n,negative
strongsubj,irritation,noun,n,negative
weaksubj,isolate,verb,y,negative
weaksubj,isolated,adj,n,negative
weaksubj,isolation,noun,n,negative
weaksubj,isolation,noun,n,negative
strongsubj,itch,verb,y,negative
strongsubj,jabber,verb,y,negative
strongsubj,jaded,adj,n,negative
weaksubj,jam,noun,n,negative
weaksubj,jar,verb,y,negative
strongsubj,jaundiced,adj,n,negative
strongsubj,jealous,adj,n,negative
strongsubj,jealously,anypos,n,negative
strongsubj,jealousness,noun,n,negative
strongsubj,jealousy,noun,n,negative
strongsubj,jeer,noun,n,negative
strongsubj,jeer,verb,y,negative
strongsubj,jeering,anypos,y,negative
strongsubj,jeeringly,anypos,y,negative
strongsubj,jeers,noun,n,negative
strongsubj,jeopardize,verb,y,negative
strongsubj,jeopardy,noun,n,negative
strongsubj,jerk,anypos,y,negative
strongsubj,jittery,adj,n,negative
weaksubj,jobless,adj,n,negative
strongsubj,joker,noun,n,negative
weaksubj,jolt,verb,y,negative
weaksubj,jumpy,adj,n,negative
weaksubj,junk,noun,n,negative
weaksubj,junky,adj,n,negative
weaksubj,juvenile,adj,n,negative
strongsubj,kaput,adj,n,negative
strongsubj,keen,noun,n,negative
strongsubj,keen,verb,y,negative
strongsubj,kick,adj,n,negative
strongsubj,kick,noun,n,negative
weaksubj,kill,verb,y,negative
weaksubj,killer,noun,n,negative
weaksubj,killer,noun,n,negative
strongsubj,killjoy,noun,n,negative
strongsubj,knave,noun,n,negative
weaksubj,knife,verb,y,negative
weaksubj,knock,noun,n,negative
weaksubj,knock,verb,y,negative
strongsubj,kook,noun,n,negative
strongsubj,kooky,adj,n,negative
strongsubj,lack,adj,n,negative
strongsubj,lack,noun,n,negative
strongsubj,lackadaisical,adj,n,negative
strongsubj,lackey,noun,n,negative
strongsubj,lackeys,adj,n,negative
strongsubj,lackeys,noun,n,negative
strongsubj,lacking,adj,n,negative
strongsubj,lackluster,anypos,y,negative
strongsubj,laconic,adj,n,negative
weaksubj,lag,verb,y,negative
strongsubj,lambast,verb,y,negative
strongsubj,lambaste,verb,y,negative
weaksubj,lame,adj,n,negative
strongsubj,lameduck,adj,n,negative
strongsubj,lament,verb,y,negative
strongsubj,lamentable,anypos,n,negative
strongsubj,lamentably,anypos,n,negative
strongsubj,languid,adj,n,negative
strongsubj,languish,verb,y,negative
strongsubj,languor,noun,n,negative
strongsubj,languorous,adj,n,negative
strongsubj,languorously,adverb,n,negative
weaksubj,lanky,adj,n,negative
weaksubj,lapse,noun,n,negative
strongsubj,lascivious,adj,n,negative
strongsubj,lastditch,adj,n,negative
strongsubj,lastditch,noun,n,negative
strongsubj,laugh,noun,n,negative
strongsubj,laugh,verb,y,negative
strongsubj,laughable,anypos,n,negative
strongsubj,laughably,anypos,n,negative
strongsubj,laughingstock,noun,n,negative
strongsubj,laughter,noun,n,negative
strongsubj,lawbreaker,adj,n,negative
strongsubj,lawbreaking,anypos,n,negative
strongsubj,lawless,adj,n,negative
strongsubj,lawlessness,adj,n,negative
strongsubj,lawlessness,noun,n,negative
strongsubj,lax,adj,n,negative
strongsubj,lax,noun,n,negative
strongsubj,lazy,adj,n,negative
weaksubj,leak,verb,y,negative
weaksubj,leakage,noun,n,negative
weaksubj,leaky,adj,n,negative
weaksubj,least,anypos,n,negative
strongsubj,lech,noun,n,negative
strongsubj,lecher,noun,n,negative
strongsubj,lecher,noun,n,negative
strongsubj,lecherous,adj,n,negative
strongsubj,lechery,noun,n,negative
weaksubj,lecture,noun,n,negative
weaksubj,lecture,verb,y,negative
strongsubj,leech,adj,n,negative
strongsubj,leech,noun,n,negative
strongsubj,leech,verb,y,negative
strongsubj,leer,noun,n,negative
strongsubj,leer,verb,y,negative
strongsubj,leery,adj,n,negative
strongsubj,leftleaning,adj,n,negative
weaksubj,less,adverb,n,negative
weaksubj,lessdeveloped,adj,n,negative
weaksubj,lessen,verb,y,negative
weaksubj,lesser,anypos,n,negative
weaksubj,lesserknown,adj,n,negative
strongsubj,letch,noun,n,negative
weaksubj,lethal,adj,n,negative
weaksubj,lethargic,adj,n,negative
weaksubj,lethargy,noun,n,negative
strongsubj,lewd,adj,n,negative
strongsubj,lewdly,adverb,n,negative
strongsubj,lewdness,noun,n,negative
strongsubj,liability,adj,n,negative
strongsubj,liability,noun,n,negative
weaksubj,liable,adj,n,negative
strongsubj,liar,adj,n,negative
strongsubj,liar,noun,n,negative
strongsubj,liars,adj,n,negative
strongsubj,liars,noun,n,negative
strongsubj,licentious,adj,n,negative
strongsubj,licentiously,adverb,n,negative
strongsubj,licentiousness,noun,n,negative
strongsubj,lie,adj,n,negative
strongsubj,lie,noun,n,negative
weaksubj,lie,verb,n,negative
strongsubj,lier,noun,n,negative
strongsubj,lies,adj,n,negative
strongsubj,lies,noun,n,negative
weaksubj,lifeless,adj,n,negative
weaksubj,lifethreatening,adj,n,negative
weaksubj,limit,adj,n,negative
weaksubj,limit,verb,y,negative
weaksubj,limitation,noun,n,negative
weaksubj,limited,adj,n,negative
strongsubj,limp,adj,n,negative
strongsubj,listless,adj,n,negative
strongsubj,litigious,adj,n,negative
strongsubj,little,adj,n,negative
strongsubj,littleknown,adj,n,negative
strongsubj,livid,anypos,n,negative
strongsubj,lividly,anypos,n,negative
strongsubj,loath,adj,n,negative
strongsubj,loathe,adj,n,negative
strongsubj,loathe,verb,y,negative
strongsubj,loathing,anypos,n,negative
strongsubj,loathly,anypos,n,negative
strongsubj,loathsome,adj,n,negative
strongsubj,loathsomely,anypos,n,negative
strongsubj,lone,adj,n,negative
strongsubj,lone,noun,n,negative
strongsubj,loneliness,noun,n,negative
strongsubj,lonely,adj,n,negative
strongsubj,lonesome,adj,n,negative
strongsubj,long,verb,y,negative
strongsubj,longing,noun,n,negative
strongsubj,longingly,anypos,n,negative
strongsubj,loophole,noun,n,negative
strongsubj,loopholes,adj,n,negative
strongsubj,loopholes,noun,n,negative
strongsubj,loot,verb,n,negative
strongsubj,lorn,adj,n,negative
weaksubj,lose,verb,y,negative
weaksubj,loser,noun,n,negative
strongsubj,losing,adj,n,negative
strongsubj,losing,noun,n,negative
weaksubj,loss,noun,n,negative
weaksubj,lost,adj,n,negative
strongsubj,lousy,adj,n,negative
strongsubj,loveless,adj,n,negative
strongsubj,lovelorn,adj,n,negative
weaksubj,low,adj,n,negative
strongsubj,lowly,adj,n,negative
strongsubj,lowrated,adj,n,negative
strongsubj,ludicrous,adj,n,negative
strongsubj,ludicrously,anypos,n,negative
strongsubj,lugubrious,adj,1,negative
strongsubj,lukewarm,adj,n,negative
weaksubj,lull,verb,y,negative
strongsubj,lunatic,adj,n,negative
strongsubj,lunatic,noun,n,negative
strongsubj,lunaticism,noun,n,negative
strongsubj,lurch,verb,y,negative
strongsubj,lure,verb,y,negative
strongsubj,lure,verb,y,negative
strongsubj,lurid,adj,n,negative
strongsubj,lurk,verb,y,negative
strongsubj,lurking,adj,n,negative
strongsubj,lying,anypos,n,negative
strongsubj,macabre,adj,n,negative
strongsubj,mad,adj,n,negative
strongsubj,madden,verb,y,negative
strongsubj,maddening,anypos,n,negative
strongsubj,maddeningly,anypos,n,negative
strongsubj,madder,adj,n,negative
strongsubj,madder,noun,n,negative
strongsubj,madly,anypos,n,negative
strongsubj,madman,noun,n,negative
strongsubj,madness,noun,n,negative
strongsubj,maladjusted,adj,n,negative
strongsubj,maladjustment,noun,n,negative
weaksubj,malady,noun,n,negative
weaksubj,malaise,noun,n,negative
strongsubj,malcontent,adj,n,negative
strongsubj,malcontent,noun,n,negative
strongsubj,malcontented,adj,n,negative
strongsubj,maledict,noun,n,negative
strongsubj,maledict,verb,y,negative
strongsubj,malevolence,noun,n,negative
strongsubj,malevolent,adj,n,negative
strongsubj,malevolently,anypos,n,negative
strongsubj,malice,noun,n,negative
strongsubj,malicious,adj,n,negative
strongsubj,maliciously,anypos,n,negative
strongsubj,maliciousness,noun,n,negative
strongsubj,malign,adj,n,negative
strongsubj,malign,verb,y,negative
weaksubj,malignant,adj,n,negative
strongsubj,malodorous,adj,n,negative
strongsubj,maltreatment,adj,n,negative
strongsubj,maltreatment,noun,n,negative
weaksubj,maneuver,adj,n,negative
weaksubj,maneuver,noun,n,negative
strongsubj,mangle,verb,y,negative
strongsubj,mania,noun,n,negative
strongsubj,maniac,noun,n,negative
strongsubj,maniacal,adj,n,negative
strongsubj,manic,adj,n,negative
weaksubj,manipulate,verb,y,negative
weaksubj,manipulation,adj,n,negative
weaksubj,manipulation,noun,n,negative
strongsubj,manipulative,adj,n,negative
strongsubj,manipulators,adj,n,negative
strongsubj,manipulators,noun,n,negative
strongsubj,mar,noun,n,negative
strongsubj,mar,verb,y,negative
weaksubj,marginal,adj,n,negative
weaksubj,marginally,adverb,n,negative
strongsubj,martyrdom,noun,n,negative
strongsubj,martyrdomseeking,adj,n,negative
strongsubj,massacre,noun,n,negative
strongsubj,massacre,verb,y,negative
strongsubj,massacres,noun,n,negative
strongsubj,maverick,adj,n,negative
strongsubj,mawkish,anypos,n,negative
strongsubj,mawkishly,anypos,n,negative
strongsubj,mawkishness,anypos,n,negative
strongsubj,maxidevaluation,adj,n,negative
strongsubj,maxidevaluation,noun,n,negative
strongsubj,meager,adj,n,negative
strongsubj,mean,adj,n,negative
strongsubj,meaningless,adj,n,negative
strongsubj,meanness,noun,n,negative
strongsubj,meddle,verb,y,negative
